cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto,is_attack
171,10,4,409,0.4,40.9,102.25,2.5,35464,80,6,10,409,4,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
174,10,4,676,0.4,67.6,169.0,2.5,80,35464,6,10,676,4,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
175,10,1,54,0.1,5.4,54.0,10.0,3481,1739,6,10,54,1,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
183,10,5,475,0.5,47.5,95.0,2.0,35468,80,6,10,475,5,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
186,10,5,742,0.5,74.2,148.4,2.0,80,35468,6,10,742,5,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
205,10,5,475,0.5,47.5,95.0,2.0,35472,80,6,10,475,5,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
208,10,5,742,0.5,74.2,148.4,2.0,80,35472,6,10,742,5,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
239,13,17,1539,1.3076923076923077,118.3846153846154,90.52941176470588,0.7647058823529411,48532,5050,6,13,1539,17,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
245,13,17,1419,1.3076923076923077,109.15384615384616,83.47058823529412,0.7647058823529411,5050,48532,6,13,1419,17,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
247,13,996,5596863,76.61538461538461,430527.92307692306,5619.340361445783,0.0130522088353413,4445,5050,6,13,5596863,996,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
250,13,306,20196,23.53846153846154,1553.5384615384614,66.0,0.0424836601307189,5050,4445,6,13,20196,306,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
278,14,18,1608,1.2857142857142858,114.85714285714286,89.33333333333333,0.7777777777777778,48548,5050,6,14,1608,18,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
290,13,17,1420,1.3076923076923077,109.23076923076924,83.52941176470588,0.7647058823529411,5050,48548,6,13,1420,17,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
295,13,571,3274091,43.92307692307692,251853.15384615384,5733.959719789842,0.0227670753064798,3875,5050,6,13,3274091,571,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
298,13,339,22374,26.076923076923077,1721.076923076923,66.0,0.0383480825958702,5050,3875,6,13,22374,339,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
312,13,10,789,0.7692307692307693,60.69230769230769,78.9,1.3,35512,80,6,13,789,10,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
319,9,6,1220,0.6666666666666666,135.55555555555554,203.33333333333337,1.5,80,35512,6,9,1220,6,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
